job_id,title,company,location,url,list_date,status,applied_date,source,timestamp,applied
4319230933,Front-end Developer in Karachi | Webnet Pakistan,Webnet Pakistan Pvt Ltd,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/front-end-developer-in-karachi-webnet-pakistan-at-webnet-pakistan-pvt-ltd-4319230933?position=1&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=IO70DjmP9KJV9EOwTfLFVA%3D%3D,6 months ago,pending,,linkedin,2026-04-19 12:46:10.454332,False
4391725251,UI Frontend Developer,Hul Hub Pakistan,"Karachi Division, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/ui-frontend-developer-at-hul-hub-pakistan-4391725251?position=2&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=1mOuHOU%2BGnxfw8imFtEnUw%3D%3D,3 weeks ago,pending,,linkedin,2026-04-19 12:46:10.749581,False
4335312279,Front-End / Full-Stack Developer,Securiti AI,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/front-end-full-stack-developer-at-securiti-ai-4335312279?position=3&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=zjZuq2qKolbQcYv8bqR3bA%3D%3D,1 week ago,pending,,linkedin,2026-04-19 12:46:11.040221,False
4394683089,Associate Software Engineer - Front End,Hul Hub Pakistan,"Karachi Division, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/associate-software-engineer-front-end-at-hul-hub-pakistan-4394683089?position=4&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=4c2gRJH55tlFHX0c%2FqEWJg%3D%3D,2 weeks ago,pending,,linkedin,2026-04-19 12:46:11.329818,False
4401820347,"Web Developer & Analyst - 1245 - Karachi, Pakistan",Bionic Talent,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/web-developer-analyst-1245-karachi-pakistan-at-bionic-talent-4401820347?position=5&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=lOIuw1aVhjcfmk6d075lbw%3D%3D,3 days ago,pending,,linkedin,2026-04-19 12:46:11.620983,False
4397777773,Frontend Engineer,Flatgigs,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/frontend-engineer-at-flatgigs-4397777773?position=6&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=7wvl97n0smDy21z0tUm67w%3D%3D,1 month ago,pending,,linkedin,2026-04-19 12:46:11.910797,False
4395932158,"Web Developer & Analyst - 1227 - Karachi, Pakistan",Bionic Talent,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/web-developer-analyst-1227-karachi-pakistan-at-bionic-talent-4395932158?position=7&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=oxGZn%2BX4aWe8mHE0khR93Q%3D%3D,1 week ago,pending,,linkedin,2026-04-19 12:46:12.201310,False
4400757373,Frontend Engineer - Safepay HQ,Taraki,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/frontend-engineer-safepay-hq-at-taraki-4400757373?position=8&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=ql8ZO8bTOrVMl3OTVKvB7g%3D%3D,4 days ago,pending,,linkedin,2026-04-19 12:46:12.491759,False
4118869500,Intermediate Full-Stack Software Developer,LetHub,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/intermediate-full-stack-software-developer-at-lethub-4118869500?position=9&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=hgisaqjAQPTEpK7VcXdzRw%3D%3D,1 year ago,pending,,linkedin,2026-04-19 12:46:12.782569,False
4297427503,Full Stack MERN Developer,NextGENi - A DotZero Company,"Karachi Division, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/full-stack-mern-developer-at-nextgeni-a-dotzero-company-4297427503?position=10&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=ia51wP4Raz0x0Wr4I8zppg%3D%3D,7 months ago,pending,,linkedin,2026-04-19 12:46:13.073285,False
4400306603,Front-End Web Developer (React + Azure),NorthBay - Pakistan,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/front-end-web-developer-react-%2B-azure-at-northbay-pakistan-4400306603?position=11&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=hg0xc7IeWc4FGzS2atAKeQ%3D%3D,1 week ago,pending,,linkedin,2026-04-19 12:46:13.363194,False
4388357347,Full Stack Developer,Flatgigs,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/full-stack-developer-at-flatgigs-4388357347?position=12&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=%2F34%2BCBYVOt7pSJN%2B8GyxYA%3D%3D,1 month ago,pending,,linkedin,2026-04-19 12:46:13.654624,False
4395980401,Frontend Engineer - ReactJs,Confiz,"Karachi Division, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/frontend-engineer-reactjs-at-confiz-4395980401?position=13&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=asyo%2FhTnOpW9TBso3foyYg%3D%3D,3 weeks ago,pending,,linkedin,2026-04-19 12:46:13.945395,False
4381910854,Full Stack Developer (Frontend-Focused),Contour Software,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/full-stack-developer-frontend-focused-at-contour-software-4381910854?position=14&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=FlZHCULd%2B15ZITzQg%2Fv8XQ%3D%3D,1 month ago,pending,,linkedin,2026-04-19 12:46:14.235655,False
4318354760,Full Stack Developer,ibex,"Karāchi, Sindh, Pakistan",https://pk.linkedin.com/jobs/view/full-stack-developer-at-ibex-4318354760?position=15&pageNum=0&refId=8fnp2y50Pp5T5V6xpmi%2Bqg%3D%3D&trackingId=arV4WKrrmSKwM66hfPTing%3D%3D,3 days ago,pending,,linkedin,2026-04-19 12:46:14.526548,False
